"Gene","Cerebrum","Cerebellum","Brainstem","Spinal cord","Kidney","Liver","Heart","Skeletal muscle","Adipose","Small intestine","Large intestine","Stomach","Placenta","Testis"
"Hsd17b10",15848931924.6111,12589254117.9417,15848931924.6111,1e+10,15848931924.6111,39810717055.3497,1e+10,1584893192.46111,12589254117.9417,7943282347.24282,12589254117.9417,19952623149.6888,15848931924.6111,1e+10
"Glud1",39810717055.3497,12589254117.9417,63095734448.0194,31622776601.6838,31622776601.6838,1e+11,1995262314.96888,1995262314.96888,25118864315.0958,63095734448.0194,12589254117.9417,7943282347.24282,63095734448.0194,3981071705.53497
"Aldh2",2511886431.50958,1258925411.79417,3162277660.16838,3162277660.16838,39810717055.3497,63095734448.0194,5011872336.27271,1584893192.46111,79432823472.4282,50118723362.7271,31622776601.6838,1e+10,25118864315.0958,63095734448.0194
"Tufm",5011872336.27271,1258925411.79417,5011872336.27271,5011872336.27271,12589254117.9417,5011872336.27271,1e+10,3981071705.53497,7943282347.24282,15848931924.6111,1e+10,7943282347.24282,15848931924.6111,3981071705.53497
"Stoml2",1e+09,501187233.627271,1584893192.46111,501187233.627271,1995262314.96888,630957344.480194,199526231.496888,630957344.480194,2511886431.50958,1258925411.79417,1584893192.46111,501187233.627271,6309573444.80194,1584893192.46111
"Dhrs4",1258925411.79417,794328234.724282,3162277660.16838,1e+09,1e+10,1e+10,1995262314.96888,125892541.179417,1584893192.46111,1584893192.46111,1e+09,398107170.553497,630957344.480194,1584893192.46111
"Aldh9a1",25059361.6813636,25059361.6813636,50118723.3627272,125892541.179417,3162277660.16838,1995262314.96888,25059361.6813636,25059361.6813636,1e+09,3162277660.16838,158489319.246111,199526231.496888,3162277660.16838,794328234.724282
"Nars2",15811388.3008419,15811388.3008419,15811388.3008419,39810717.0553497,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,31622776.6016838,15811388.3008419,251188643.150958,63095734.4480193,39810717.0553497,15811388.3008419
"Vwa8",1258925411.79417,1995262314.96888,3981071705.53497,316227766.016838,39810717055.3497,6309573444.80194,2511886431.50958,6309573444.80194,3162277660.16838,1584893192.46111,12589254117.9417,3981071705.53497,1995262314.96888,3981071705.53497
"Mrps26",630957344.480194,398107170.553497,501187233.627271,398107170.553497,316227766.016838,316227766.016838,158489319.246111,39810717.0553497,501187233.627271,316227766.016838,1584893192.46111,199526231.496888,794328234.724282,125892541.179417
"Adck5",2511886.43150958,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,12589254.1179417,1255943.21575479,1255943.21575479,7943282.34724282
"Cars2",39810717.0553497,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,1e+08,1e+08,158489319.246111,50118723.3627272,39810717.0553497,12589254.1179417,63095734.4480193,158489319.246111
"Ndufb11",3981071705.53497,3162277660.16838,5011872336.27271,1584893192.46111,7943282347.24282,1995262314.96888,2511886431.50958,1584893192.46111,1995262314.96888,3162277660.16838,3162277660.16838,3981071705.53497,1584893192.46111,630957344.480194
"Pdha2",199526231.496888,15848931.9246111,125892541.179417,251188643.150958,125892541.179417,251188643.150958,630957344.480194,7924465.96230557,1e+08,199526231.496888,1e+08,1e+08,316227766.016838,19952623149.6888
"Ssbp1",1e+09,630957344.480194,794328234.724282,630957344.480194,1995262314.96888,1584893192.46111,630957344.480194,125892541.179417,794328234.724282,1995262314.96888,1995262314.96888,501187233.627271,3981071705.53497,1584893192.46111
"Hscb",251188643.150958,125892541.179417,158489319.246111,158489319.246111,1581138.83008419,1581138.83008419,1581138.83008419,3162277.66016838,158489319.246111,1581138.83008419,316227766.016838,39810717.0553497,79432823.4724282,1e+08
"Mrpl27",199526231.496888,1e+08,158489319.246111,63095734.4480193,251188643.150958,316227766.016838,50118723.3627272,19952623.1496888,158489319.246111,398107170.553497,630957344.480194,12589254.1179417,794328234.724282,316227766.016838
"Hint2",1995262314.96888,1584893192.46111,3162277660.16838,1995262314.96888,15848931924.6111,1e+10,1995262314.96888,251188643.150958,3981071705.53497,3162277660.16838,5011872336.27271,2511886431.50958,1584893192.46111,2511886431.50958
"Etfb",5011872336.27271,3162277660.16838,7943282347.24282,7943282347.24282,31622776601.6838,39810717055.3497,39810717055.3497,1995262314.96888,31622776601.6838,15848931924.6111,1e+10,15848931924.6111,19952623149.6888,7943282347.24282
"Slc25a15",19905358.5276748,19905358.5276748,19905358.5276748,50118723.3627272,794328234.724282,7943282347.24282,19905358.5276748,19905358.5276748,39810717.0553497,5011872336.27271,79432823.4724282,19905358.5276748,630957344.480194,19905358.5276748
"Oxnad1",15848931.9246111,5e+06,5e+06,31622776.6016838,5e+06,39810717.0553497,251188643.150958,5e+06,1e+08,39810717.0553497,199526231.496888,31622776.6016838,199526231.496888,1e+07
"Cyct",1584893192.46111,1e+09,3162277660.16838,1995262314.96888,3981071705.53497,1584893192.46111,3162277660.16838,251188643.150958,1995262314.96888,5011872336.27271,1995262314.96888,3162277660.16838,1258925411.79417,7943282347.24282
"Cycs",19952623149.6888,15848931924.6111,31622776601.6838,1e+10,50118723362.7271,12589254117.9417,19952623149.6888,7943282347.24282,12589254117.9417,19952623149.6888,1e+10,1e+10,12589254117.9417,19952623149.6888
"Mrpl23",501187233.627271,501187233.627271,501187233.627271,251188643.150958,794328234.724282,398107170.553497,125892541.179417,1e+08,316227766.016838,251188643.150958,1584893192.46111,199526231.496888,630957344.480194,398107170.553497
"Mrpl9",630957344.480194,398107170.553497,630957344.480194,125892541.179417,501187233.627271,398107170.553497,125892541.179417,5011872.33627272,199526231.496888,316227766.016838,501187233.627271,39810717.0553497,794328234.724282,158489319.246111
"Chchd1",125892541.179417,15848931.9246111,5e+06,39810717.0553497,398107170.553497,251188643.150958,5e+06,1e+07,1e+08,1e+08,316227766.016838,39810717.0553497,316227766.016838,1e+08
"Atad3a",1995262314.96888,630957344.480194,1584893192.46111,1584893192.46111,5011872336.27271,3981071705.53497,501187233.627271,1e+09,3981071705.53497,1584893192.46111,5011872336.27271,2511886431.50958,5011872336.27271,3162277660.16838
"Mmut",1258925411.79417,1258925411.79417,1e+09,1e+09,15848931924.6111,1e+10,1258925411.79417,630957344.480194,1e+10,794328234.724282,5011872336.27271,5011872336.27271,1258925411.79417,1995262314.96888
"Cisd1",6309573444.80194,3162277660.16838,6309573444.80194,1995262314.96888,7943282347.24282,5011872336.27271,1e+09,794328234.724282,3162277660.16838,1995262314.96888,2511886431.50958,1e+09,1995262314.96888,5011872336.27271
"Dars2",158489319.246111,63095734.4480193,79432823.4724282,1e+08,79432823.4724282,9976311.57484439,9976311.57484439,19952623.1496888,1e+08,63095734.4480193,501187233.627271,25118864.3150958,199526231.496888,251188643.150958
"Aldh18a1",1e+09,1258925411.79417,794328234.724282,1e+09,25059361.6813636,25059361.6813636,25059361.6813636,50118723.3627272,158489319.246111,25118864315.0958,3981071705.53497,501187233.627271,12589254117.9417,630957344.480194
"Mrpl50",39810717.0553497,79432823.4724282,39810717.0553497,50118723.3627272,199526231.496888,251188643.150958,6294627.05897083,12589254.1179417,125892541.179417,158489319.246111,630957344.480194,63095734.4480193,398107170.553497,316227766.016838
"Cox8a",997631.157484439,997631.157484439,997631.157484439,997631.157484439,997631.157484439,997631.157484439,997631.157484439,997631.157484439,997631.157484439,997631.157484439,997631.157484439,1995262.31496888,12589254.1179417,15848931.9246111
"Mrps6",251188643.150958,125892541.179417,398107170.553497,125892541.179417,501187233.627271,316227766.016838,25118864.3150958,15848931.9246111,199526231.496888,501187233.627271,794328234.724282,1e+08,1e+09,316227766.016838
"Hspe1",12589254117.9417,7943282347.24282,15848931924.6111,6309573444.80194,1e+11,31622776601.6838,6309573444.80194,794328234.724282,19952623149.6888,31622776601.6838,25118864315.0958,1e+10,25118864315.0958,15848931924.6111
"Ppa2",1e+09,630957344.480194,2511886431.50958,316227766.016838,12589254117.9417,1258925411.79417,1995262314.96888,501187233.627271,1584893192.46111,1258925411.79417,3981071705.53497,1e+09,2511886431.50958,1258925411.79417
"Pcx",31622776601.6838,50118723362.7271,63095734448.0194,5011872336.27271,398107170553.497,1e+11,316227766.016838,12589254117.9417,316227766016.838,3162277660.16838,15848931924.6111,50118723362.7271,12589254117.9417,31622776601.6838
"Gldc",794328234.724282,1e+09,25059361.6813636,25059361.6813636,1995262314.96888,3162277660.16838,25059361.6813636,25059361.6813636,50118723.3627272,25059361.6813636,25059361.6813636,25059361.6813636,1258925411.79417,25059361.6813636
"Tamm41",199526231.496888,251188643.150958,630957344.480194,50118723.3627272,19905358.5276748,19905358.5276748,39810717.0553497,39810717.0553497,125892541.179417,19905358.5276748,316227766.016838,63095734.4480193,316227766.016838,1e+09
"Mrpl38",19952623.1496888,7924465.96230557,7924465.96230557,15848931.9246111,7924465.96230557,7924465.96230557,19952623.1496888,7924465.96230557,7924465.96230557,1e+08,158489319.246111,19952623.1496888,125892541.179417,79432823.4724282
"Ndufa12",7943282347.24282,5011872336.27271,12589254117.9417,2511886431.50958,15848931924.6111,3981071705.53497,6309573444.80194,3981071705.53497,3981071705.53497,5011872336.27271,6309573444.80194,3981071705.53497,3981071705.53497,1995262314.96888
"Pdf",31622776.6016838,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,31622776.6016838,19952623.1496888,31622776.6016838,7924465.96230557,79432823.4724282,7924465.96230557,199526231.496888,15848931.9246111
"Acad10",158489319.246111,5e+06,5e+06,1e+07,5011872336.27271,794328234.724282,1995262314.96888,251188643.150958,2511886431.50958,501187233.627271,501187233.627271,1258925411.79417,158489319.246111,501187233.627271
"Ptges2",316227766.016838,125892541.179417,398107170.553497,501187233.627271,501187233.627271,199526231.496888,251188643.150958,50118723.3627272,1258925411.79417,794328234.724282,1258925411.79417,316227766.016838,1258925411.79417,1e+09
"Ccdc58",251188643.150958,1e+08,63095734.4480193,39810717.0553497,398107170.553497,1e+09,25118864.3150958,31622776.6016838,199526231.496888,158489319.246111,1e+08,50118723.3627272,1e+09,398107170.553497
"Slc25a31",31622776601.6838,25118864315.0958,50118723362.7271,39810717055.3497,39810717055.3497,12589254117.9417,50118723362.7271,25118864315.0958,19952623149.6888,50118723362.7271,31622776601.6838,31622776601.6838,25118864315.0958,39810717055.3497
"Atp5h",50118723362.7271,25118864315.0958,63095734448.0194,25118864315.0958,39810717055.3497,39810717055.3497,50118723362.7271,12589254117.9417,25118864315.0958,31622776601.6838,39810717055.3497,25118864315.0958,25118864315.0958,1e+10
"Atp5pb",79432823472.4282,79432823472.4282,79432823472.4282,50118723362.7271,50118723362.7271,31622776601.6838,50118723362.7271,15848931924.6111,25118864315.0958,31622776601.6838,39810717055.3497,19952623149.6888,31622776601.6838,1e+10
"Mrpl41",251188643.150958,158489319.246111,251188643.150958,158489319.246111,251188643.150958,398107170.553497,50118723.3627272,12589254.1179417,199526231.496888,398107170.553497,794328234.724282,1e+08,794328234.724282,630957344.480194
"Txnrd2",63095734.4480193,6294627.05897083,6294627.05897083,12589254.1179417,251188643.150958,630957344.480194,158489319.246111,158489319.246111,630957344.480194,794328234.724282,19952623.1496888,251188643.150958,630957344.480194,316227766.016838
"Mcee",251188643.150958,199526231.496888,199526231.496888,158489319.246111,1258925411.79417,1e+09,316227766.016838,15848931.9246111,501187233.627271,251188643.150958,794328234.724282,630957344.480194,199526231.496888,158489319.246111
"Mccc2",1e+09,316227766.016838,1258925411.79417,1e+09,1e+10,3981071705.53497,3162277660.16838,1995262314.96888,15848931924.6111,1e+09,1995262314.96888,7943282347.24282,1584893192.46111,3981071705.53497
"Ptcd2",7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,15848931.9246111,158489319.246111,7924465.96230557,39810717.0553497,7924465.96230557
"Ak4",6309573444.80194,5011872336.27271,3162277660.16838,1e+09,25118864315.0958,1995262314.96888,794328234.724282,3981071.70553497,15848931.9246111,398107170.553497,158489319.246111,630957344.480194,1e+09,15848931.9246111
"Slc25a25",125892541.179417,3971641.17362141,794328234.724282,1258925411.79417,3971641.17362141,7943282.34724282,3971641.17362141,3971641.17362141,1e+08,7943282.34724282,251188643.150958,3971641.17362141,199526231.496888,3971641.17362141
"Tomm40",251188643.150958,9976311.57484439,9976311.57484439,1e+08,158489319.246111,9976311.57484439,9976311.57484439,19952623.1496888,316227766.016838,251188643.150958,630957344.480194,316227766.016838,2511886431.50958,794328234.724282
"Clybl",501187233.627271,251188643.150958,1e+09,794328234.724282,6309573444.80194,1584893192.46111,2511886431.50958,316227766.016838,1e+10,1584893192.46111,3162277660.16838,2511886431.50958,1584893192.46111,1e+09
"Mterf2",12589254.1179417,79432823.4724282,63095734.4480193,6309573.44480193,3154786.72240097,15848931.9246111,79432823.4724282,79432823.4724282,1e+07,3154786.72240097,19952623.1496888,3154786.72240097,3154786.72240097,12589254.1179417
"Dnajc11",2511886431.50958,630957344.480194,794328234.724282,1e+09,1e+08,501187233.627271,199526231.496888,316227766.016838,794328234.724282,158489319.246111,1258925411.79417,398107170.553497,1258925411.79417,1995262314.96888
"Decr1",630957344.480194,316227766.016838,794328234.724282,2511886431.50958,12589254117.9417,15848931924.6111,19952623149.6888,1e+09,25118864315.0958,1e+10,7943282347.24282,2511886431.50958,7943282347.24282,5011872336.27271
"Ndufaf6",7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,15848931.9246111,63095734.4480193,15848931.9246111,7924465.96230557,19952623.1496888,50118723.3627272
"Ptrh1",15848931.9246111,19952623.1496888,19952623.1496888,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,19952623.1496888,7924465.96230557,251188643.150958,7924465.96230557
"Rmnd1",63095734.4480193,63095734.4480193,1e+08,50118723.3627272,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,63095734.4480193,15848931.9246111,79432823.4724282,50118723.3627272,39810717.0553497,316227766.016838
"Gcat",12559432.1575479,12559432.1575479,25118864.3150958,63095734.4480193,630957344.480194,1995262314.96888,12559432.1575479,12559432.1575479,1e+08,630957344.480194,125892541.179417,794328234.724282,1995262314.96888,251188643.150958
"Pyurf",7943282.34724282,12589254.1179417,1e+07,2511886.43150958,1255943.21575479,25118864.3150958,50118723.3627272,63095734.4480193,15848931.9246111,1255943.21575479,1e+07,3981071.70553497,31622776.6016838,1255943.21575479
"Acsm1",7924465.96230557,7924465.96230557,7924465.96230557,19952623.1496888,25118864315.0958,31622776601.6838,7924465.96230557,7924465.96230557,7924465.96230557,15848931.9246111,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557
"Atad1",398107170.553497,316227766.016838,794328234.724282,251188643.150958,794328234.724282,7924465.96230557,125892541.179417,794328234.724282,158489319.246111,7924465.96230557,398107170.553497,15848931.9246111,199526231.496888,630957344.480194
"Tmem14c",316227766.016838,398107170.553497,158489319.246111,25118864.3150958,794328234.724282,501187233.627271,39810717.0553497,1e+08,316227766.016838,630957344.480194,398107170.553497,316227766.016838,316227766.016838,158489319.246111
"C030006K11Rik",199526231.496888,125892541.179417,501187233.627271,251188643.150958,1e+09,501187233.627271,501187233.627271,125892541.179417,1258925411.79417,158489319.246111,251188643.150958,316227766.016838,63095734.4480193,794328234.724282
